Artist,Popularity,Count,Genre
Cliff Jordan,7.5,4,jazz
Clifford Brown,17.58139535,129,jazz
Coffee House Instrumental Jazz Playlist,0,4,jazz
Coffee Shop Jazz Relax,13.25,16,jazz
Coleman Hawkins,18.56043956,91,jazz
Coleman Hawkins Quartet,17,8,jazz
Collin Walcott,38,2,jazz
Colosseum,28,2,jazz
Compay Segundo,50,2,jazz
Compost,33,2,jazz
Conjunto Clásico,39,1,jazz
Connie Kay,22,2,jazz
Conte Candoli,11,3,jazz
Cool Vibes Jazz,9,4,jazz
Cortex,35.06666667,30,jazz
Cortijo Y Su Combo,27.45454545,11,jazz
Count Basie,13.89169675,554,jazz
Curtis Counce,9.5,4,jazz
Curtis Fuller,14.4,15,jazz
Curved Air,33.5,4,jazz
D. Brubeck,5.4,5,jazz
DJ Cam,39,2,jazz
Dan Siegel,34,2,jazz
Daniel Humair,36,4,jazz
Danny Barker,4.5,8,jazz
Daryl Stuermer,23,2,jazz
"Dave ""Baby"" Cortez",18,4,jazz
Dave Brubeck,22.74736842,190,jazz
Dave Brubeck Trio,5,1,jazz
Dave Grusin,27.2972973,37,jazz
Dave Holland,39,3,jazz
Dave Holland Quartet,52,2,jazz
Dave Koz,37.22222222,9,jazz
Dave Sereny,47,1,jazz
Dave Valentin,25.33333333,3,jazz
David Axelrod,31,16,jazz
David Benoit,31.22222222,18,jazz
David Grisman,29.86666667,30,jazz
David Sanborn,31.88888889,27,jazz
David T. Walker,35.5,4,jazz
David-Trio,0,24,jazz
De-Phazz,48,2,jazz
Della Reese,16.8,10,jazz
Denis Solee,48.14285714,7,jazz
Dennis Coffey,31,2,jazz
Deodato,34.7,20,jazz
Dexter Gordon,21.77118644,118,jazz
Dexter Wansel,36.71428571,7,jazz
Diane Schuur,28.14285714,7,jazz
Dianne Reeves,42.4,5,jazz
Dicky Wells,24,2,jazz
Dimension Latina,46.2,10,jazz
Dinah Shore,13.77777778,36,jazz
Dinah Washington,20.8056872,211,jazz
Dinner Jazz Orchestra,1,4,jazz
Dinner Jazz Playlist,0.5,8,jazz
Dixie Dregs,29,2,jazz
Dizzy Gillespie,14.44939271,247,jazz
Django Reinhardt,16.624,125,jazz
Dmitri KO,0,1,jazz
Domingo Quiñones,39,2,jazz
Don Blackman,35.5,4,jazz
Don Byas,5.5,8,jazz
Don Cherry,22.84615385,13,jazz
Don Ewell,3.25,4,jazz
Don Wilkerson,12.75,8,jazz
Donald Byrd,23.04464286,112,jazz
Donald Harrison,37,1,jazz
Donny Hathaway,37.09473684,95,jazz
Doris Monteiro,0,6,jazz
Doug Watkins,33.6,5,jazz
Dr. John,32.01315789,76,jazz
Dr. Lonnie Smith,30,6,jazz
Duke,58,2,jazz
Duke Ellington,15.48243993,541,jazz
Duke Jordan,13.72727273,22,jazz
Duke Pearson,24.625,16,jazz
Durante,19,1,jazz
Dutch Swing College Band,14.66666667,6,jazz
EKE,41,1,jazz
Earl Hines,12.82352941,17,jazz
Earl Klugh,31.33333333,33,jazz
Earth & Fire,51,2,jazz
"Earth, Wind & Fire",37.86096257,187,jazz
Eartha Kitt,23.61403509,57,jazz
Eberhard Weber,36.5,4,jazz
"Eddie ""Cleanhead"" Vinson",0,2,jazz
Eddie Calvert,0,2,jazz
Eddie Cantor,0,1,jazz
Eddie Condon,0,18,jazz
Eddie Gómez,35,2,jazz
Eddie Harris,20.57142857,14,jazz
Eddie Henderson,33,2,jazz
Eddie Kendricks,29.69230769,26,jazz
Eddie Lang,10.83333333,12,jazz
Eddie Palmieri,26.34,50,jazz
Edgardo Cintron,0,1,jazz
Egberto Gismonti,33,2,jazz
Eiji Kitamura,32,2,jazz
El Gran Combo De Puerto Rico,29.92517007,147,jazz
El Michels Affair,56,2,jazz
Elis Regina,42.26470588,34,jazz
Ella Fitzgerald,23.33859096,951,jazz
Ellis Marsalis,53,1,jazz
Elvin Jones,19.66666667,6,jazz
Emancipator,54,6,jazz
Emerson,0,2,jazz
"Emerson, Lake & Palmer",32.67213115,61,jazz
Eric Darius,45.66666667,6,jazz
Eric Dolphy,16.27142857,70,jazz
Eric Reed,39,2,jazz
Eric Vloeimans,3,2,jazz
Erin Boheme,4,2,jazz
Erin Hill,23,1,jazz
Ernestine Anderson,16.5,8,jazz
Ernie Henry,20.18181818,11,jazz
Erro,42,2,jazz
Erroll Garner,10.62626263,198,jazz
Esbjörn Svensson Trio,56,2,jazz
Esther Phillips,28.2,10,jazz
Ethel Waters,4.263157895,38,jazz
Etta James,34.15686275,102,jazz
Etta Jones,27.54545455,22,jazz
Eubie Blake,13,2,jazz
Euge Groove,47,2,jazz
Eugene McDaniels,26.6,10,jazz
Eva Cassidy,50.71428571,14,jazz
Everette Harp,36,2,jazz
Fabian Almazan,0,2,jazz
Fania All Stars,33.93333333,30,jazz
Fats Navarro,7.25,8,jazz
Fats Waller,11.21774194,124,jazz
Ferdi Özbeğen,38,2,jazz
Fila Brazillia,40,2,jazz
Filip,0,2,jazz
house,21.8,10,jazz
Fletcher Henderson,3,2,jazz
Fletcher Henderson & His Orchestra,7,6,jazz
Flip Phillips,0.5555555556,18,jazz
Flora Purim,23,2,jazz
Flughand,62,2,jazz
Fourplay,38.08333333,12,jazz
Frank Zappa,32.80512821,195,jazz
Freak Power,50,2,jazz
Fred Astaire,16.25170068,147,jazz
Fred Waring,12.88372093,43,jazz
Fred Waring & His Pennsylvanians,52,4,jazz
Fred Wesley,61,1,jazz
Freddie Hubbard,27.31034483,58,jazz
Freddie Roach,14.66666667,6,jazz
Frode Thingnæs,13,2,jazz
Gary Bartz,32,2,jazz
Gary Bartz Ntu Troop,43,2,jazz
Gary Peacock,44,2,jazz
Gato Barbieri,34,6,jazz
Gene Ammons,26.76,25,jazz
Gene Harris,37.5,4,jazz
Gene Harris & The Three Sounds,34.5,4,jazz
Gene Krupa,16.52,25,jazz
Gentle Giant,31.33333333,18,jazz
Georg Riedel,36,1,jazz
George Benson,36.70873786,103,jazz
George Duke,34.11764706,34,jazz
George Howard,31.66666667,6,jazz
George Lewis,0.1111111111,18,jazz
George Olsen,0.9111111111,90,jazz
George Russell,8,4,jazz
George Shearing,11.29508197,61,jazz
Gerald Albright,38,10,jazz
Gerard Presencer,44,2,jazz
Gerry Mulligan,15.51587302,126,jazz
Gerry Mulligan Quartet,13.06329114,79,jazz
Gerry Mulligan Sextet,36.66666667,12,jazz
Gigi Gryce,6.647058824,34,jazz
Gil Evans,16.76470588,51,jazz
Gilson Peranzzetta,32,2,jazz
Glenn Miller,23.3539823,113,jazz
Glenn Weyant,0,64,jazz
Gloria Lynne,26.84848485,33,jazz
Gramatik,59,4,jazz
Grant Green,22.71428571,77,jazz
Greg Adams,40,2,jazz
Greg Silver,1,2,jazz
Gregg Karukas,25.11111111,9,jazz
Groove Armada,57.33333333,6,jazz
Gryphon,31,2,jazz
Guts,62,2,jazz
Gábor Szabó,32.41463415,41,jazz
H-Man,0,2,jazz
H. Carmichael,2,1,jazz
Hakim,42,2,jazz
Hampton Hawes,11.85714286,7,jazz
Hampton Hawes Trio,9.2,20,jazz
Hank Crawford,37,2,jazz
Hank Jones,18.95454545,22,jazz
Hank Mobley,22.64583333,48,jazz
Harold Land,9.666666667,9,jazz
"Harry ""Sweets"" Edison",15.71794872,39,jazz
Harry Carney,0.5,8,jazz
"Harry Connick, Jr.",40,73,jazz
Harry James,15.28571429,84,jazz
Harvey Mason,36.2,5,jazz
Heatwave,33.70588235,34,jazz
Hector,67,1,jazz
Helen Merrill,15.78571429,56,jazz
Henri Texier,36.75,8,jazz
Henry Fiol,42.33333333,6,jazz
Henry Mancini,19.68705036,278,jazz
Herb Ellis,21.80952381,21,jazz
Herb Geller,4.875,16,jazz
Herbie Hancock,31.2,165,jazz
Herbie Mann,31.35714286,14,jazz
Herbie Nichols Trio,7.6,10,jazz
Hiromi,0,2,jazz
Hiroshima,32.16666667,12,jazz
Hoagy Carmichael,17.59459459,37,jazz
Horace Parlan,24.66666667,6,jazz
Horace Silver,23.375,40,jazz
Horace Silver Quintet,13.5,24,jazz
Horst Jankowski,35,2,jazz
Hot Lips Page,2.333333333,48,jazz
Hotel Lobby Jazz Group,5,8,jazz
Howard Johnson,1,2,jazz
Howard McGhee,1.666666667,6,jazz
Hubert Laws,33,2,jazz
Héctor Lavoe,39.29861111,144,jazz
Ian Carr,0,4,jazz
Ibrahim Ferrer,49.71428571,7,jazz
Idris Muhammad,32.63636364,22,jazz
Ike Quebec,11,6,jazz
Illinois Jacquet,17.83333333,12,jazz
Impacto Crea,23.66666667,12,jazz
Incognito,25.33333333,9,jazz
Instrumental,1,2,jazz
Isaac Hayes,31.38461538,26,jazz
Ismael Miranda,36.94736842,19,jazz
Ismael Quintana,26,12,jazz
Ismael Rivera,31.98648649,74,jazz
Ismael Rivera Y Sus Cachimbos,32,10,jazz
J.J. Johnson,14.64516129,31,jazz
Jack DeJohnette,40.8,10,jazz
Jack Hylton & His Orchestra,0,2,jazz
Jack McDuff,17.33333333,6,jazz
Jack Teagarden,7.657534247,73,jazz
Jack Wilkins,32.75,8,jazz
Jackie McLean,17.57142857,7,jazz
Jacky Terrasson,42,2,jazz
Jaco Pastorius,15.07692308,26,jazz
James Booker,28,4,jazz
James Moody,20.66666667,3,jazz
James P. Johnson,26,2,jazz
James Spaulding,24,1,jazz
Jan Garbarek,48,5,jazz
Jan Hammer,35,5,jazz
Jan Johansson,33.77777778,36,jazz
Jane Monheit,47,2,jazz
Jason Marsalis,53,1,jazz
Jasper Van't Hof,35,2,jazz
Javi Colina,0,2,jazz
Javier Vazquez,33,2,jazz
Jay Beckenstein,46,2,jazz
Jazz Band,0,2,jazz
Jean Carn,41.5,4,jazz
Jean-Luc Ponty,32,22,jazz
Jeff Beck,29.90277778,72,jazz
Jeff Golub,47,2,jazz
Jeff Lorber,32.66666667,3,jazz
Jelly Roll Morton,3.634615385,52,jazz
Jeri Southern,14.86666667,15,jazz
Jerry Vale,22.81818182,88,jazz
Jim Hall,28.21621622,74,jazz
Jim Tomlinson,59,1,jazz
Jimmie Lunceford,7.714285714,56,jazz
Jimmy Cobb,16.75,4,jazz
Jimmy Dorsey,4.5,8,jazz
Jimmy Durante,28.46153846,52,jazz
Jimmy Giuffre,12.84615385,39,jazz
Jimmy Hamilton,0.5,8,jazz
Jimmy Heath,20,6,jazz
Jimmy McGriff,18.64285714,28,jazz
Jimmy McPartland,21,1,jazz
Jimmy Raney,7.333333333,6,jazz
Jimmy Rushing,10.6,15,jazz
Jimmy Sabater,26,6,jazz
Jimmy Scott,21.33333333,6,jazz
Jimmy Smith,25.7761194,67,jazz
Jimmy Witherspoon,21,7,jazz
Jimmy Woode,36,2,jazz
Joe Bataan,27.95238095,42,jazz
Joe Chambers,24,2,jazz
Joe Cuba,40.5,4,jazz
Joe Cuba Sextet,32.59259259,27,jazz
Joe Henderson,27.94117647,17,jazz
Joe Liggins,37,1,jazz
Joe Lovano,49.5,4,jazz
Joe McBride,38,2,jazz
Joe Mooney,0,24,jazz
Joe Newman,25.4,5,jazz
Joe Pass,24.77777778,45,jazz
Joe Sample,28.77777778,18,jazz
Joe Temperley,13,2,jazz
Joe Williams,20.64705882,17,jazz
Joe Zawinul,22.25,8,jazz
John Abercrombie,38,2,jazz
John Coltrane,22.77667984,506,jazz
John Coltrane Quartet,23.81818182,66,jazz
John Handy,36,2,jazz
John Howard,6,2,jazz
John Klemmer,30.71428571,7,jazz
John LaPorta,3.714285714,14,jazz
John McLaughlin,28.91666667,24,jazz
John Scofield,46.33333333,6,jazz
"Johnny ""Hammond"" Smith",32.66666667,6,jazz
Johnny Colon,26.5,8,jazz
Johnny Dodds,11.5,4,jazz
Johnny Griffin,9.866666667,30,jazz
Johnny Hartman,17.91176471,68,jazz
Johnny Hodges,12.91176471,68,jazz
Johnny Mercer,27.96296296,27,jazz
Johnny Otis,30,1,jazz
Johnny Pacheco,32.64516129,31,jazz
Johnny Smith,11.06666667,60,jazz
Joki Freund Sextet,53,2,jazz
Jon Anderson,39.66666667,3,jazz
Jon Christensen,45.75,8,jazz
Jon Lucien,29,2,jazz
Jonathan Butler,28,4,jazz
"Jose Alberto ""El Canario""",33.33333333,6,jazz
Joyce Cooling,42,4,jazz
João Donato,26.63636364,22,jazz
João Gilberto,36.56451613,62,jazz
Jr.,40,2,jazz
Judy Garland,16.39482201,309,jazz
Julian Dash,45,1,jazz
Julie London,23.15555556,270,jazz
June Christy,14.5375,80,jazz
Junior Mance,21.5,8,jazz
Justo Betancourt,30,8,jazz
Jutta Hipp,15.91666667,12,jazz
Karen Aoki,62,1,jazz
Kebendo Jazz,7,2,jazz
Keel,31,4,jazz
Keely Smith,19.66363636,110,jazz
Keith Emerson,29.16666667,36,jazz
Keith Jarrett,36.66666667,36,jazz
Keith Jarrett Trio,44.5,4,jazz
Ken Navarro,46,2,jazz
Ken Scott,10,4,jazz
Kenny Burrell,23.42666667,75,jazz
Kenny Clarke,23.25,12,jazz
Kenny Dorham,21.34782609,23,jazz
Kenny Drew,12.31578947,38,jazz
Kenny Drew Trio,2,8,jazz
Kenny G,39.38333333,120,jazz
Kenny Garrett,46,2,jazz
Kenny Wheeler,36,2,jazz
Kid Loco,51,4,jazz
Kid Ory,3.25,4,jazz
Kim Waters,49,2,jazz
King Crimson,34.171875,128,jazz
King Curtis,36.76470588,17,jazz
King Oliver Jazz Band,0,2,jazz
King Oliver's Creole Jazz Band,14.33333333,6,jazz
Kirk Whalum,40.85714286,7,jazz
Kit Downes,0,4,jazz
Kraak & Smaak,0,1,jazz
Kruder & Dorfmeister,43.5,8,jazz
Kurt Elling,52,4,jazz
La Lupe,28.59090909,22,jazz
La Playa Sextet,17.5,8,jazz
La Sonora Matancera,23.47916667,192,jazz
Lady Luck,52,2,jazz
Lafayette Afro Rock Band,35,8,jazz
Lalo Rodriguez,43,6,jazz
"Lambert, Hendricks & Ross",20,28,jazz
Larry Carlton,34.86666667,15,jazz
Larry Coryell,33,2,jazz
Larry Harlow,45.66666667,3,jazz
Lars Gullin,6.866666667,30,jazz
Lars Gullin Septet,0,2,jazz
Laura Fygi,56,2,jazz
Laurindo Almeida,28.28571429,7,jazz
Lebrón Brothers,34,28,jazz
Lee Konitz,16.71794872,39,jazz
Lee Morgan,21.07317073,82,jazz
Lee Morse,0,2,jazz
Lee Oskar,32.33333333,6,jazz
Lee Ritenour,36,18,jazz
Lee Wiley,0,1,jazz
Lemon Jelly,51,6,jazz
Lena Horne,13.47619048,42,jazz
Lennie Tristano,5.333333333,18,jazz
Lenny White,32.5,4,jazz
Leo Mathisen,0,48,jazz
Leon Redbone,29.94444444,36,jazz
Leon Ware,36.85714286,7,jazz
Leroy Hutson,32,8,jazz
Les McCann,32.5,12,jazz
Leslie Odom Jr.,68.0952381,21,jazz
Lester Young,13.63709677,124,jazz
Lionel Hampton,15.07692308,39,jazz
Liquid Tension Experiment,46.5,2,jazz
Little Beaver,29.42857143,14,jazz
Lonnie Johnson,5.764705882,34,jazz
Lonnie Liston Smith,33.8125,16,jazz
Lonnie Liston Smith and the Cosmic Echoes,27,2,jazz
Loose Ends,34.21428571,28,jazz
Lord Echo,63,2,jazz
Lorez Alexandria,19,6,jazz
Los Muñequitos De Matanzas,14.83333333,12,jazz
Lou Rawls,27.82857143,35,jazz
Louie Bellson,5,12,jazz
Louis Armstrong,20.80675422,533,jazz
Louis Armstrong & His Hot Five,6.867346939,196,jazz
Louis Jordan,44,2,jazz
Louis Jordan & His Tympany Five,42,10,jazz
Louis Prima,26.80701754,114,jazz
Luis Arcaraz Y Su Orquesta,45,2,jazz
Luis Perico Ortiz,31,2,jazz
Luis Rovira,0,4,jazz
Luis Rovira y su Orquesta,0,10,jazz
Luiz Bonfá,34.64,25,jazz
Lulo Reinhardt,0,1,jazz
Lyle Mays,33.28571429,14,jazz
MFSB,34.69230769,13,jazz
Maceo Parker,37.33333333,3,jazz
Machito Orchestra,11.33333333,18,jazz
Mahavishnu Orchestra,25.83333333,24,jazz
Mal Waldron,28.75,8,jazz
Mancini,0,2,jazz
Mandrill,28.2,10,jazz
Marc Antoine,30.25,8,jazz
Marc Johnson,48,1,jazz
Marc Moulin,20.22222222,18,jazz
Marcus Miller,8.4,20,jazz
Marcus Roberts,24.5,8,jazz
Margaret Whiting,17.03846154,78,jazz
Marian McPartland,14.63636364,22,jazz
Marilia Medalha,41,1,jazz
Marion Brown,22,2,jazz
Marion Meadows,51,2,jazz
Mark Murphy,14,4,jazz
Mark O'Connor,28.4,5,jazz
Marlena Shaw,38.28571429,14,jazz
Marshall Royal,26.42857143,7,jazz
Marvin Santiago,34.5,4,jazz
Mary Lou Williams,14.26315789,38,jazz
Masayoshi Takanaka,39,6,jazz
Matt Belsante,54,2,jazz
Matthew Halsall,60,2,jazz
Maupi,0,11,jazz
Max Roach,15.54216867,83,jazz
Max Roach Quintet,22.37313433,67,jazz
Maxine Sullivan,13.6,5,jazz
Maynard Ferguson,25,26,jazz
McCoy Tyner,26.44444444,36,jazz
McCoy Tyner Trio,16,20,jazz
"Medeski, Martin & Wood",37,6,jazz
Mel Lewis,29,4,jazz
Melody Gardot,55.5,4,jazz
Michael Franks,35.51851852,54,jazz
Michael Henderson,25.5,8,jazz
Michael Lington,49,5,jazz
Michal Urbaniak,32,2,jazz
Michel De Villers,0.04166666667,48,jazz
Michel Legrand,10,44,jazz
Michel Warlop,35,2,jazz
Mike Stern,34,4,jazz
Mildred Bailey,8.25,32,jazz
Miles Davis,20.40108108,925,jazz
Miles Davis Quartet,24.07692308,26,jazz
Miles Davis Quintet,23.34567901,162,jazz
Miles Davis Sextet,15.10526316,38,jazz
Milt Hinton,0,2,jazz
Mingus Big Band,40,2,jazz
Minnie Riperton,33.86567164,67,jazz
Miroslav Vitous,40,1,jazz
Mo' Horizons,52,4,jazz
Moe Koffman,56,2,jazz
Mon Rivera,21.58823529,17,jazz
Mongo Santamaria,31.59459459,37,jazz
Monty Alexander,39,2,jazz
Moodymann,45,2,jazz
Morcheeba,37,8,jazz
Morgana King,14.55555556,9,jazz
Morten Gunnar Larsen,50,2,jazz
Mose Allison,21.78571429,56,jazz
Mr. Scruff,52,1,jazz
Mulgrew Miller,51,1,jazz
Münir Nurettin Selçuk,9.137931034,58,jazz
Najee,32.5,20,jazz
Nancy Wilson,20.671875,128,jazz
Nara Leão,44.2,10,jazz
Nat Adderley,16.73333333,15,jazz
Nat King Cole,29.66824645,422,jazz
Nat King Cole Trio,26.6875,32,jazz
Natalie,50,2,jazz
Natalie Cole,42.25925926,54,jazz
Nektar,21.25,8,jazz
Neurosis,40,2,jazz
New Orleans Heritage Hall Jazz Band,24.33333333,6,jazz
New Orleans Jazz Band,26.5,4,jazz
New Swing Sextet,24,2,jazz
Nicholas Payton,42.5,4,jazz
Nickodemus,59,1,jazz
Nightmare,59.33333333,6,jazz
Nightmares On Wax,48.66666667,18,jazz
Nina,57,6,jazz
Nina Simone,28.78340081,494,jazz
Norman Brown,43.85714286,14,jazz
Norman Connors,27.25,4,jazz
Noro Morales,0,12,jazz
Nuyorican Soul,35,1,jazz
Ohio Players,30.59375,64,jazz
Okay Temiz,33,2,jazz
Oli Silk,44,2,jazz
Omara Portuondo,50.5,4,jazz
Orchestre de la Paillote,20,2,jazz
Orgone,47,2,jazz
"Orlando ""Cachaíto"" López",49,1,jazz
Ornette Coleman,18.14705882,68,jazz
Orquesta Aragón,28.33333333,6,jazz
Orquesta Gran Casino,0,12,jazz
Orquesta Huambaly,9.384615385,26,jazz
Orquesta La Conspiración,33,4,jazz
Orquesta Martín De La Rosa,0,4,jazz
Oscar D'León,44.88888889,18,jazz
Oscar Peterson,17.46679317,527,jazz
Oscar Peterson Quartet,16.6,30,jazz
Oscar Peterson Trio,25.2760181,221,jazz
Oscar Pettiford,10,1,jazz
Oscar Stagnaro,34,1,jazz
Otis Spann,17.5,12,jazz
Ouza et Ses Ouzettes,6,2,jazz
Palle Danielsson,45.75,4,jazz
Papo Lucca,33.17391304,23,jazz
Paquito D'Rivera,31.33333333,3,jazz
Parliament,30.93478261,92,jazz
Parliament Funkadelic,33,2,jazz
Paro,0,3,jazz
Parov Stelar,62,2,jazz
Pat Martino,30,2,jazz
Pat Metheny,34.64864865,37,jazz
Pat Metheny Group,34.73529412,68,jazz
Patrice Rushen,41,28,jazz
Patti Austin,43.31818182,22,jazz
Paul Bley,9.333333333,24,jazz
Paul Bley Trio,31,2,jazz
Paul Chambers,22.81818182,33,jazz
Paul Desmond,26.91025641,78,jazz
Paul Desmond Quartet,15.47058824,34,jazz
Paul Gonsalves,0.5,8,jazz
Paul Hardcastle,33.33333333,9,jazz
"Paul Jackson, Jr.",34,4,jazz
Paul Motian,37.92307692,26,jazz
Paul Taylor,45,4,jazz
Paul Whiteman,0.72,50,jazz
Paul Whiteman & His Orchestra,4.65,20,jazz
Pearl Django,43,1,jazz
Pepper Adams,9,2,jazz
Percy Heath,24.68421053,19,jazz
Percy Mayfield,1,2,jazz
"Pete ""El Conde"" Rodriguez",33.44444444,18,jazz
Pete Escovedo,25,1,jazz
Pete Fountain,12.61538462,26,jazz
Pete Herbert,2,2,jazz
Pete Jolly,0,2,jazz
Pete Josef,8,2,jazz
Pete La Roca,27.5,4,jazz
Pete Rodriguez,35.57142857,14,jazz
Peter Erskine,48,2,jazz
Peter White,40.57142857,14,jazz
Petter,0,2,jazz
Pharoah Sanders,29.03225806,31,jazz
Phil Perry,33,10,jazz
Phil Woods,11.5,4,jazz
Philly Joe Jones,17.8,5,jazz
Phineas Newborn Jr.,12.75,8,jazz
Phoebe Snow,27.23529412,17,jazz
Pieces Of A Dream,38,6,jazz
Pierre Michelot,33,1,jazz
Pink Martini,52.2,5,jazz
Pivi et ses Balladins,5,2,jazz
Pixinguinha,11.625,8,jazz
Poncho Sanchez,41.66666667,3,jazz
Pony Poindexter,18,4,jazz
Portrait,39.6,5,jazz
Potato,1.333333333,12,jazz
Premiata Forneria Marconi,35,2,jazz
Pretty Lights,54.66666667,6,jazz
Proleter,57,2,jazz
Puerto Rican Power,63.5,4,jazz
Quantic,44.2,5,jazz
Quarteto Jobim-Morelenbaum,54,2,jazz
Quincy Jones,28.13333333,165,jazz
Quintette du Hot Club de France,19.76190476,63,jazz
Rachelle Ferrell,35.2,5,jazz
Rahsaan Roland Kirk,15.5,16,jazz
Ramsey Lewis,31,40,jazz
Ramsey Lewis Trio,24.33333333,72,jazz
Ray Barreto,26,2,jazz
Ray Barretto,29.13513514,74,jazz
Ray Bauduc,21,1,jazz
Ray Brown Trio,38,2,jazz
Ray Bryant,25,2,jazz
Ray Charles,27.50251256,199,jazz
Ray De La Paz,40,2,jazz
Ray Nance,0.5,8,jazz
Reading Background Music Playlist,6,4,jazz
Rebirth Brass Band,31.33333333,6,jazz
Red Garland,26.96296296,27,jazz
Red Garland Quintet,10.58333333,12,jazz
Red Garland Trio,21.27272727,22,jazz
Red Snapper,42,2,jazz
Reel People,16,2,jazz
René Urtreger,0,6,jazz
Return To Forever,28.58823529,17,jazz
Reuben Wilson,27,2,jazz
"Richard ""Groove"" Holmes",20.25,8,jazz
Richard Elliot,44,8,jazz
Richard Galliano,62,1,jazz
Rick Braun,47,2,jazz
Rick Wakeman,41,2,jazz
Robben Ford,37,4,jazz
Robert Fripp,31.3,10,jazz
Robert Glasper,56,1,jazz
Robert Yves,0,2,jazz
Roberta Flack,38.15492958,71,jazz
Roberto Roena,33.66666667,3,jazz
Roberto Roena Y Su Apollo Sound,33.88888889,36,jazz
Roberto Torres,55,2,jazz
Rocka Mambo,8,2,jazz
Rodney Franklin,36,2,jazz
Rolando Laserie,54,2,jazz
Ron Carter,29.14285714,14,jazz
Ronnie Foster,33.66666667,6,jazz
Ronnie Laws,30.83333333,12,jazz
Ronny Jordan,46.5,8,jazz
Roy Ayers Ubiquity,32.82352941,34,jazz
Roy Eldridge,9.272727273,33,jazz
Roy Hargrove,43.33333333,6,jazz
Roy Haynes,8.909090909,11,jazz
Roy Haynes Quartet,9.4,10,jazz
Ruben,0,2,jazz
Ruben Gonzalez,47,10,jazz
Ruby Braff,4.5,4,jazz
Rubén Blades,40.03571429,56,jazz
Rudy Vallee,22,2,jazz
Russ Freeman,16.69047619,84,jazz
Russ Freeman & The Rippingtons,34,1,jazz
Russell Malone,33,2,jazz
Ruth Brown,23.14285714,28,jazz
Ruth Etting,0,2,jazz
Sabu Martinez,13.5,4,jazz
Sadao Watanabe,33,2,jazz
Safiye Ayla,0.025,80,jazz
Saint Privat,51,2,jazz
Sam Rivers,20.6,10,jazz
Sammy Davis Jr.,20.24074074,108,jazz
Sarah Vaughan,16.87078652,356,jazz
Schlippenbach,0,1,jazz
Scott Hamilton,34,4,jazz
Scott LaFaro,30.44444444,18,jazz
Segilola,0,4,jazz
Selda Bağcan,59,1,jazz
Serge Chaloff,3.75,8,jazz
Shakatak,36,5,jazz
Shakti,34,1,jazz
Sharon Jones & The Dap-Kings,65,2,jazz
Shelly Manne,19.8,30,jazz
Shirley Horn,28.8,20,jazz
Shuggie Otis,34.63157895,38,jazz
Sidney Bechet,42.72727273,11,jazz
Slide Hampton,56,2,jazz
Slim Gaillard,16.66666667,6,jazz
Slow Relaxing Jazz,3.333333333,12,jazz
Smooth Dinner Jazz,15.25,16,jazz
Smooth Jazz New York,2.857142857,14,jazz
Snowboy & The Latin Section,0,2,jazz
Soft Machine,28.57142857,14,jazz
Solee,0,4,jazz
Sonny Clark,17.55555556,54,jazz
Sonny Criss,15.5,4,jazz
Sonny Payne,25.4,5,jazz
Sonny Rollins,15.74551971,279,jazz
Sonny Rollins Quartet,19.44444444,9,jazz
rock,27.5,4,jazz
Sonny Stitt,18.46575342,73,jazz
Sonora Ponceña,30.04761905,63,jazz
Sophie Tucker,0,2,jazz
Soulive,39.33333333,3,jazz
Special EFX,31,2,jazz
Spur Of The Moment,48,2,jazz
Spyro Gyra,25.9,20,jazz
St Germain,54.33333333,6,jazz
Stacey Kent,57.33333333,3,jazz
Stan Getz,21.15306122,294,jazz
Stan Getz Quartet,15,12,jazz
Stan Kenton,5.664122137,131,jazz
Stan Levey,5.5,12,jazz
Stanley Clarke,30.13043478,23,jazz
Stanley Cowell Trio,32,2,jazz
Stanley Jordan,32,4,jazz
Stanley Turrentine,21.25,36,jazz
Steps Ahead,31,4,jazz
Steve Arrington,33.5,4,jazz
Steve Cole,41,2,jazz
Steve Hackett,37,6,jazz
Steve Howe,33,2,jazz
Steve Kuhn,36,2,jazz
Steve Laury,46,2,jazz
Steve Morse,34,1,jazz
Steve Tibbetts,46,2,jazz
Steve Tyrell,50.6,10,jazz
Stu Williamson,0,2,jazz
Studio Apartment,2,1,jazz
Stuff Smith,8,2,jazz
rap,17.24,25,jazz
Sue Raney,12.5,4,jazz
Sun Ra,17.21212121,66,jazz
Susannah McCorkle,45,4,jazz
Svend Asmussen,0,8,jazz
Sylvia Telles,21,2,jazz
Sérgio Mendes,32.22727273,22,jazz
T-Bone Walker,28,2,jazz
TOWA TEI,37,2,jazz
Tadd Dameron,20,6,jazz
Taj Mahal,31.15151515,66,jazz
Takeshi Inomata,33,1,jazz
Tal Farlow,8.75,48,jazz
Tamba Trio,31,2,jazz
Tania Maria,42,2,jazz
Tankard,0.8157894737,76,jazz
Tara Minton,0,2,jazz
Tarika Blue,45,2,jazz
Ted Greene,29,4,jazz
Ted Lewis,12,2,jazz
Teddy Buckner,3.25,4,jazz
Teddy Wilson,12.44175824,455,jazz
Tenorio Jr.,27,2,jazz
Tension,26.66666667,3,jazz
Terence Blanchard,53.33333333,6,jazz
Terje Rypdal,43.33333333,3,jazz
Tex Beneke,24.35714286,14,jazz
Thad Jones,24,10,jazz
The Andrews Sisters,36.14864865,74,jazz
The Blackbyrds,40,14,jazz
