Artist,Popularity,Count,Genre
Edward MacDowell,11,1,american romanticism
Amy Beach,0,1,american romanticism
Ethelbert Nevin,0,1,american romanticism
Lily Strickland,0,2,american romanticism
Richard S. Willis,28,1,american romanticism
Richard Storrs Willis,15,4,american romanticism
Stephen Foster,20,1,american romanticism
Luigi Denza,2.25,4,american romanticism
Adolphe Adam,25.72727273,11,american romanticism
Fromental Halévy,0,3,american romanticism
Giacomo Meyerbeer,0,1,american romanticism
Otto Nicolai,5.666666667,3,american romanticism
Gaetano Donizetti,3.03030303,66,american romanticism
Mikhail Glinka,0,2,american romanticism
Ambroise Thomas,0,3,american romanticism
Gustave Charpentier,0,1,american romanticism
Vincent d'Indy,0,14,american romanticism
Cécile Chaminade,38,1,american romanticism
Emmanuel Chabrier,7,12,american romanticism
Napoléon Coste,0,1,american romanticism
Édouard Lalo,2.517241379,29,american romanticism
Reynaldo Hahn,0.2,5,american romanticism
Émile Waldteufel,18.33333333,6,american romanticism
Camille Decreus,1,1,american romanticism
Paul Hillemacher,0,1,american romanticism
Friedrich von Flotow,1.166666667,6,american romanticism
Wilhelm Furtwängler,1.268156425,179,american romanticism
Josef Rheinberger,36,1,american romanticism
François Schubert,0,1,american romanticism
Peter Cornelius,0.6666666667,3,american romanticism
Serge Koussevitzky,4.157894737,19,american romanticism
Alfredo Catalani,1.875,8,american romanticism
Arrigo Boito,0,1,american romanticism
Francesco Cilea,0.875,16,american romanticism
Antonio Bazzini,2,1,american romanticism
Ernest Kohl,0,2,american romanticism
Ermanno Wolf-Ferrari,0,5,american romanticism
Arturo Buzzi-Peccia,0,2,american romanticism
Anton Arensky,34,1,american romanticism
Modest Mussorgsky,5.292929293,99,american romanticism
Alexander Glazunov,18.5,8,american romanticism
Anatoly Lyadov,9,2,american romanticism
Mikhail Ippolitov-Ivanov,14,1,american romanticism
Mily Balakirev,12.75,4,american romanticism
Alexander I,0,2,american romanticism
In The Heights' Original Broadway Company,52,3,broadway
Legally Blonde' Ensemble,51.66666667,3,broadway
42nd Street Ensemble,14.5,4,broadway
A. L. Lloyd,13.6,10,broadway
Aaron Tveit,50,1,broadway
Adam Pascal,44.22222222,9,broadway
Alain Boublil,34,1,broadway
Alan Cumming,34.83333333,6,broadway
Alan Menken,37.9625,80,broadway
Andrew Lloyd Webber,35.67777778,90,broadway
Andrew Rannells,53,2,broadway
Annaleigh Ashford,53,1,broadway
Annie Ensemble,30.38461538,13,broadway
Anthony Rapp,46,6,broadway
Anthony Rosenthal,33,1,broadway
Barbara Cook,11.74285714,35,broadway
Bebe Neuwirth,25.33333333,3,broadway
Ben Fankhauser,52,1,broadway
Bernadette Peters,26.5,18,broadway
Betsy Wolfe,17.8,20,broadway
Betty Buckley,34.16666667,6,broadway
Betty Comden,0,3,broadway
Billy Porter,45.5,4,broadway
Brandon Uranowitz,33,1,broadway
Brian Stokes Mitchell,26,4,broadway
Broadway Cast,0,2,broadway
Burton Lane,0.6666666667,3,broadway
Carrie Fletcher,39,1,broadway
Cast,35.5,4,broadway
Charles Strouse,23.06451613,31,broadway
Chita Rivera,10.66666667,12,broadway
Christian Borle,40.5,2,broadway
Claude-Michel Schönberg,28,5,broadway
Cy Coleman,21.71428571,7,broadway
Danny Burstein,1,2,broadway
Drey,0,2,broadway
Elaine Stritch,14.5,4,broadway
Ensemble - The Lion King,41.46666667,15,broadway
Faith Prince,30,2,broadway
Frances Ruffelle,31.6,10,broadway
Frank Loesser,3.5,6,broadway
Frederick Loewe,17.56756757,37,broadway
George Salazar,57,2,broadway
Gwen Verdon,16.54545455,11,broadway
Hunter Foster,49,2,broadway
J. Robert Spencer,3,1,broadway
Jay Jay Johnson,0,1,broadway
Jay Johnson,0,2,broadway
Jeremy Jordan,51.33333333,3,broadway
Jerry Herman,24.4,10,broadway
Jerry Orbach,26.8,5,broadway
Joel Grey,29.35714286,14,broadway
John Cullum,20,1,broadway
John Gallagher Jr.,57,1,broadway
Kate Shindle,53,1,broadway
Keala Settle,74.33333333,3,broadway
Kristin Chenoweth,48.83333333,6,broadway
Laura Bell Bundy,48.83333333,6,broadway
Laura Dreyfuss,62.33333333,3,broadway
Len Cariou,26.58333333,12,broadway
Leslie Bricusse,28.8,5,broadway
Leslie Kritzer,53,2,broadway
Lindsay Mendez,52,1,broadway
Lionel Bart,17,3,broadway
Mandy Gonzalez,52,2,broadway
Mandy Patinkin,24.70588235,17,broadway
Marvin Hamlisch,19.04761905,21,broadway
Mary Martin,3.893617021,47,broadway
Matthew Morrison,40,1,broadway
Maury Yeston,23,1,broadway
Mel Brooks,3.964285714,28,broadway
Mitch Leigh,11,2,broadway
Natasha Richardson,35.75,4,broadway
Nathan Lane,34.5,4,broadway
Newsies Original Broadway Cast,52,2,broadway
Original Broadway Cast,24.4,5,broadway
Original Broadway Cast of Dear Evan Hansen,61.5,4,broadway
Original Broadway Cast of Hamilton,67.67741935,62,broadway
Oscar Hammerstein II,12.42105263,19,broadway
Pascal,0,2,broadway
Patti LuPone,24.16666667,6,broadway
Peter Gallagher,33,1,broadway
Raúl Esparza,28,1,broadway
Rebecca Luker,30,1,broadway
Rebecca Naomi Jones,57,1,broadway
Richard M. Sherman,40,2,broadway
Richard Rodgers,5.651162791,129,broadway
Robert Preston,29.75,12,broadway
Robert Westenberg,29.16666667,6,broadway
Santino Fontana,70,2,broadway
Sherie Rene Scott,35,2,broadway
Sherman Edwards,20.41666667,12,broadway
Stark Sands,57,1,broadway
Stephanie D'Abruzzo,45,2,broadway
Stephanie J. Block,33,1,broadway
Stephen Sondheim,23.78571429,42,broadway
Steve Kazee,64,2,broadway
Susan Egan,48.6,5,broadway
Sutton Foster,40.33333333,3,broadway
Terrence Mann,34.33333333,15,broadway
The Heights,51,2,broadway
The Original,3,2,broadway
Tom Wopat,47,2,broadway
West Side Story Ensemble,15.08333333,12,broadway
Will Roland,63,3,broadway
Zachary Levi,68,3,broadway
matthew james,1,2,broadway
2000F & J Kamata,1,2,classical
A. R. Qureshi,0,16,classical
APO Hiking Society,40.75,28,classical
Aaron Copland,7.775193798,129,classical
Aarti Mukherji,6.222222222,9,classical
Academy of Ancient Music,46.90909091,11,classical
Academy of St. Martin in the Fields,32.42391304,92,classical
Ace Spectrum,19,2,classical
Adam Johnson,0,1,classical
Adolf Dallapozza,24,1,classical
Adolph Deutsch,5.935483871,31,classical
Adrenalize,3.666666667,3,classical
Adrianne Pieczonka,46,1,classical
Adrienne Albert,0,9,classical
Adrián Patiño,0,6,classical
Aegis,48,2,classical
Agnes Baltsa,37,2,classical
Agnes Giebel,0,2,classical
Agustín Barrios Mangoré,34.33333333,3,classical
Al Green,36.07042254,142,classical
Al Hug,4,2,classical
Al Wilson,46,2,classical
Alain Planes,62,4,classical
Alan Gilbert,0.9166666667,12,classical
Alan Howarth,30,4,classical
Alban Berg,1.833333333,12,classical
Alban Berg Quartett,38,2,classical
Albert Lortzing,0,3,classical
Alberto Ginastera,2,1,classical
Alda Noni,0,2,classical
Aldo Ciccolini,42,2,classical
Aldo Protti,0.15,20,classical
Alen,1,2,classical
Alena,18,2,classical
Alena Cherny,63,2,classical
Alessandro Corbelli,32,1,classical
Alessandro Scarlatti,18.5,2,classical
Alessio Bax,62,2,classical
Alexander Baillie,0,1,classical
Alexander Borodin,22,17,classical
Alexander Courage,18,1,classical
Alexander Gretchaninov,0.5,2,classical
Alexander Kipnis,0,1,classical
Alexander Malter,53,2,classical
Alexander Scriabin,3.894308943,123,classical
Alexandre Tansman,2.5,2,classical
Alexandre Tharaud,47,10,classical
Alexei Lubimov,47,2,classical
Alexis Weissenberg,49.75,8,classical
Alfonso X El Sabio,0,1,classical
Alfred Brendel,35.8125,16,classical
Alfred Cortot,1.548387097,124,classical
Alfred Deller,10.33333333,3,classical
Alfred Newman,1,115,classical
Alfred Prinz,46,1,classical
Alfredo Casella,0,1,classical
Ali Akbar Khan,40,2,classical
Alicia de Larrocha,29.14285714,7,classical
Alirio Díaz,20,2,classical
Alla Rakha,0,2,classical
Althea Waites,40,2,classical
Amadeus Quartet,0,30,classical
Amilcare Ponchielli,1.8125,32,classical
Amir Khan,6.4,5,classical
Amirbai Karnataki,0.1361867704,257,classical
Amit Kumar,33.44444444,9,classical
Amitabh Bachchan,32.08333333,12,classical
Amsterdam Baroque Orchestra,27.1,20,classical
Ana Olgica,66,2,classical
Anders Eliasson,0,1,classical
Andre de Ridder,56,2,classical
Andrea Rost,0,1,classical
Andrea Tarrodi,0,1,classical
Andreas Haefliger,11,2,classical
Andreas Scholl,50,2,classical
Andrew Litton,38,2,classical
Andrew Manze,48.5,4,classical
András Ligeti,43,6,classical
András Schiff,32.28571429,28,classical
André Laplante,44,8,classical
Andrés Segovia,2.344680851,235,classical
Angel Romero,30,2,classical
Angela Brownridge,43,2,classical
Angela Gheorghiu,50,1,classical
Anil Biswas,0.1904761905,21,classical
Ann Peebles,34.36842105,38,classical
Ann Sexton,3,2,classical
Anna Moffo,22.4,5,classical
Anna Tomowa-Sintow,44,1,classical
Anne Queffélec,32.33333333,6,classical
Anneliese Rothenberger,0,1,classical
Anner Bylsma,24,2,classical
Annette Dasch,0,1,classical
Annie Fischer,17,1,classical
Anonymous 4,21,4,classical
Antal Doráti,7.208333333,48,classical
Anthony Halstead,54,2,classical
Anthony Newman,9.666666667,3,classical
Anthony Rolfe Johnson,30.14285714,7,classical
Anton Bruckner,1.216216216,37,classical
Anton Dermota,0.3043478261,23,classical
Anton Rubinstein,9.4,10,classical
Anton Webern,0,3,classical
Antonietta Stella,0,8,classical
Antonio Francisco Braga,0,1,classical
Antonio Pappano,53.66666667,3,classical
Antonio Salieri,21,1,classical
Antonio Vivaldi,31.42857143,91,classical
Antonín Dvořák,14.98387097,62,classical
Aram Khachaturian,16.07142857,14,classical
Arcadi Volodos,1,2,classical
Arcangelo Corelli,27.6,5,classical
Arditti Quartet,13,3,classical
Ariel Ramírez,46,1,classical
Arleen Auger,15,1,classical
Armando Trovajoli,20.4,5,classical
Arnold Bax,0,7,classical
Arnold Schoenberg,30.5,2,classical
Arthur Conley,46,4,classical
Arthur Grumiaux,5.12,25,classical
Arthur Honegger,0,1,classical
Arthur Rubinstein,7.822033898,590,classical
Artur Schnabel,0.04166666667,24,classical
Arturo Benedetti Michelangeli,0.2,10,classical
Arturo Toscanini,0.2387543253,1156,classical
Arvo Pärt,16,10,classical
Asha Parekh,25.5,4,classical
Ashford & Simpson,29.6,10,classical
Ashok Kumar,0,71,classical
Asin,47.33333333,6,classical
Astor Piazzolla,0.1,20,classical
Astrid Varnay,0,15,classical
Ataúlfo Argenta,8.375,8,classical
Atmozfears,20.33333333,6,classical
Audiofreq,2,2,classical
Audiotricz,33,2,classical
Aurèle Nicolet,41,1,classical
Avantasia,6,2,classical
B.T. Express,30,12,classical
BBC Philharmonic,53.33333333,3,classical
BBC Symphony Orchestra,14.77777778,9,classical
Baby Huey & The Baby Sitters,35.75,16,classical
Bamberg Symphony,0,19,classical
Barbara Acklin,42,2,classical
Barbara Bonney,46,3,classical
Barbara Hendricks,23,1,classical
Barbara Mason,24.27272727,44,classical
Barry Douglas,0.5,2,classical
Barry Wordsworth,42.92307692,26,classical
Basil Poledouris,34.5,4,classical
Bavarian Radio Symphony Orchestra,23.4,10,classical
Bavarian State Orchestra,8.1,30,classical
Bayreuth Festival Orchestra,0.1232876712,73,classical
Beaux Arts Trio,33,2,classical
Bedřich Smetana,4.166666667,18,classical
Beniamino Gigli,1.05,40,classical
Benjamin Britten,12.93877551,49,classical
Benjamin Frith,39,2,classical
Benjamin Grosvenor,57.33333333,3,classical
Benjamin Gustafsson,8,2,classical
Benno Moiseiwitsch,0,4,classical
Benny Hinn,34.66666667,6,classical
Berlin,32.84,25,classical
Berliner Philharmoniker,25.66463415,164,classical
Bernard Haitink,28,6,classical
Bernard Herrmann,9.311926606,109,classical
Bernd Glemser,42,2,classical
Bert Dominic,36,2,classical
Bertrand Chamayou,58,4,classical
Betty Wright,34.60869565,23,classical
Bettye Swann,51.5,4,classical
Bhimsen Joshi,6.5,8,classical
Bhupen Hazarika,0,2,classical
Bidu Sayão,0.5192307692,52,classical
Bill Conti,40.6,20,classical
Billy Paul,45.44444444,18,classical
Billy Stewart,29.57894737,38,classical
Birgit Nilsson,14.5,2,classical
Black Ivory,29,2,classical
Blackmore's Night,10.16666667,12,classical
Blanche Thebom,0.4285714286,7,classical
Bloodstone,31.625,16,classical
Blue Magic,30.28,25,classical
Blutonium Boy,0,2,classical
Bo Skovhus,25.25,4,classical
Boaz Daniel,46,1,classical
Bob Fitts,29,1,classical
Bobby Moore & The Rhythm Aces,39,4,classical
Bobby Womack,33.11392405,79,classical
Bombay Sisters,33.5,4,classical
Boston Symphony Orchestra,10.69117647,68,classical
Brad Fiedel,32,12,classical
Brenda And The Tabulations,38.5,4,classical
Brennan Heart,31.14285714,7,classical
Brenton Wood,35.28571429,84,classical
Brian Crain,40.8,10,classical
Brighter Side of Darkness,36,2,classical
Brigitte Engerer,61,2,classical
Britta Byström,0,1,classical
Bruce Broughton,36,2,classical
Bruce Brubaker,57,2,classical
Bruce Rowland,26.25,8,classical
Bruno Nicolai,27,4,classical
Bruno Walter,0.6323987539,321,classical
Budapest Festival Orchestra,51,1,classical
Budapest String Quartet,0.1643835616,146,classical
Budapest Strings,10,2,classical
Burman,0,1,classical
Busch Quartet,0,16,classical
Byron Janis,0.08695652174,23,classical
Béla Bartók,3.828571429,35,classical
Béla Drahos,42.81818182,11,classical
C. H. Atma,0.1739130435,23,classical
C. Ramchandra,4.123287671,73,classical
CHAD,60,1,classical
Camille,63,2,classical
Camille Saint-Saëns,18.86138614,101,classical
Candi Staton,44.28571429,14,classical
Carl Ditters von Dittersdorf,37,1,classical
Carl Maria von Weber,2.71875,32,classical
Carl Nielsen,4.5,8,classical
Carl Orff,34.4,5,classical
Carl Philipp Emanuel Bach,0,4,classical
Carlo Bergonzi,2.076923077,13,classical
Carlo Maria Giulini,17,14,classical
Carlo Rustichelli,15,4,classical
Carlos Gardel,3.466666667,135,classical
Carlos Kleiber,41.08695652,23,classical
Carlos Munguia,3,1,classical
Carol Comune,34,2,classical
Carol Rosenberger,55,2,classical
Carolyn Watkinson,1,1,classical
Caterina Valente,0,2,classical
Catherine Wyn-Rogers,44,1,classical
Cecilia,32,3,classical
Cecilia Bartoli,38,3,classical
Celedonio Romero,26,1,classical
Celeste Legaspi,43.25,4,classical
Cesare Siepi,1.588235294,17,classical
Chad Lawson,59,2,classical
Chamber Orchestra of Europe,39.8,5,classical
Charles Brett,28.25,4,classical
Charles Dutoit,40.88235294,34,classical
Charles Gerhardt,12.8,10,classical
Charles Gounod,9.157894737,19,classical
Charles Ives,13,1,classical
Charles Koechlin,0,1,classical
Charles Münch,1.371134021,97,classical
Charles Neidich,36,1,classical
Charles Rosen,0,10,classical
Charles Wood,3,2,classical
Charlie Chaplin,1.467336683,199,classical
Chembai,0,2,classical
Chicago Symphony Orchestra,12.27586207,87,classical
Chiqui Pineda,46,2,classical
Chitra Singh,34,10,classical
Chris Thile,49,2,classical
Christa Ludwig,11.66666667,3,classical
Christel Goltz,0,5,classical
Christian Sinding,2,1,classical
Christian Thielemann,7.672727273,55,classical
Christoph Prégardien,42,1,classical
Christoph Willibald Gluck,11.08695652,23,classical
Christopher Hogwood,43.25,8,classical
Christopher van Kampen,49,1,classical
City Of Birmingham Symphony Orchestra,42,2,classical
City of London Sinfonia,42.58333333,12,classical
Clara Haskil,0.3333333333,6,classical
Clarence Carter,33.26315789,38,classical
Claude Debussy,5.537993921,329,classical
Claudio Abbado,36.6,15,classical
Claudio Arrau,0.7424892704,466,classical
Claudio Monteverdi,44,1,classical
Claudio Scimone,21.2,5,classical
Cleveland Orchestra,7.54180602,299,classical
Clint Eastwood,23.66666667,6,classical
Code Black,24,6,classical
Collegium Musicum 90,37,1,classical
Con Funk Shun,29.23076923,26,classical
Concentus Hungaricus,40.28571429,7,classical
Concertgebouworkest,2.287769784,139,classical
Concerto Köln,39.33333333,3,classical
Conlon Nancarrow,46,1,classical
Coone,14.88888889,9,classical
Cornelius Brothers & Sister Rose,50,4,classical
Coro Cantores de Madrid,3,1,classical
Cristina Ariagno,57,2,classical
Cristina Deutekom,35,1,classical
Cristina Ortiz,44.66666667,3,classical
Csilla,6,4,classical
Curtis Mayfield,29.4,160,classical
Cyril Mockridge,0,2,classical
Cyril Scott,0,1,classical
Czech Philharmonic Orchestra,22,1,classical
César Franck,3.173913043,23,classical
D-Block & S-te-Fan,12,3,classical
D-Sturb,1,3,classical
D. K. Pattammal,0,6,classical
D. V. Paluskar,6,2,classical
D.J. Rogers,29.25,8,classical
DJ Isaac,8,1,classical
DJ Virus,0,2,classical
Da Tweekaz,18.625,16,classical
Dale Clevenger,40,1,classical
Dame Joan Sutherland,32.2,10,classical
Dani Vars,0,3,classical
Daniel Barenboim,27.03539823,113,classical
Daniel Benkö,0,2,classical
Daniel Hope,66,2,classical
Daniel Varsano,11.47619048,42,classical
Daniele Leoni,0,2,classical
Daniil Shafran,0,4,classical
Daniil Trifonov,57,1,classical
Danubius Quartet,46,2,classical
Darius Milhaud,1,12,classical
Darondo,65,2,classical
Darrell Evans,42,2,classical
David Briggs,28.83333333,6,classical
David Geringas,54,2,classical
David Oistrakh,15.2,5,classical
David Raksin,0,4,classical
David Raskin,0,8,classical
David Ruffin,29.18181818,22,classical
David Shifrin,53,1,classical
David Tudor,0,1,classical
David Zinman,21.125,16,classical
Dawn Upshaw,40.5,2,classical
Dead Can Dance,42.5,4,classical
Deetox,3.5,4,classical
Deniece Williams,40.45454545,22,classical
Denise Duval,2.5,4,classical
Dennis Brain,1.666666667,6,classical
Detroit Symphony Orchestra,3.428571429,14,classical
Devin Wild,3.666666667,3,classical
Dicks,32,4,classical
Dieter Zechlin,1,2,classical
Dietrich Fischer-Dieskau,6.714285714,7,classical
Dilip Kumar,0,18,classical
Dilraj Kaur,6,2,classical
Dimitri Tiomkin,0,2,classical
Dinu Lipatti,1.230769231,52,classical
Dionisio Aguado,0.5,2,classical
Dj Thera,0,8,classical
Dmitri Shostakovich,8.955882353,68,classical
Dmitry Kabalevsky,1.714285714,7,classical
Domenico Cimarosa,0,2,classical
Domenico Scarlatti,14.29166667,24,classical
Don Covay,32.33333333,6,classical
Don Julian & The Larks,49,2,classical
Donald Adams,0,2,classical
Dong-Suk Kang,37,2,classical
Donnie Elbert,33.5,4,classical
Dorothy Moore,52,2,classical
Dream Evil,56,2,classical
Dustin O'Halloran,48,6,classical
E. Power Biggs,13.26315789,38,classical
EIJI,0,2,classical
Eamon,64,2,classical
Earl Wild,13.5,10,classical
Ebe Stignani,0.275862069,29,classical
Eberhard Wächter,20,1,classical
Eddie Floyd,30,8,classical
Eddie Holman,35,6,classical
Eder Quartet,41.55555556,18,classical
Edison Denisov,0,1,classical
Edith Mathis,52,1,classical
Edvard Grieg,17.52631579,38,classical
Edward Elgar,6.739130435,46,classical
Edwin Fischer,2.666666667,9,classical
Edwin Starr,41.5,12,classical
Eileen Farrell,1.441176471,34,classical
Einar Steen-Nøkleberg,55,2,classical
Eleanor Steber,5,1,classical
Eleni Karaindrou,28,4,classical
Elisabeth Grümmer,0.06666666667,15,classical
Elisabeth Höngen,0.2,5,classical
Elisabeth Leonskaja,38.14285714,14,classical
Elisabeth Rethberg,0,1,classical
Elisabeth Schumann,0,2,classical
Elisabeth Schwarzkopf,1.677419355,62,classical
Elisabeth Westenholz,36,2,classical
Elizabeth Bainbridge,20,1,classical
Elizabeth Harwood,33,1,classical
Elizabeth Kenny,0,2,classical
Elizabeth Raum,0,1,classical
Elizabeth Wilcock,27.5,2,classical
Elly Ameling,25,2,classical
Elly Ney,0,12,classical
Elmer Bernstein,19.04347826,23,classical
Elsie Morison,0,1,classical
Emanuel Ax,18.33333333,12,classical
Emanuel Feuermann,3.588235294,34,classical
Emerson String Quartet,38.75,8,classical
Emil Gilels,6.888888889,9,classical
Emma Kirkby,44.66666667,3,classical
Emmanuel Pahud,0,1,classical
Enchantment,30.28571429,14,classical
English Baroque Soloists,32.40740741,54,classical
Ennio Morricone,30.29787234,188,classical
Enrique Enrique Granados,1,1,classical
Enrique Granados,2.125,8,classical
Ensemble Modern,46,1,classical
Enzo Dara,32,1,classical
Eric Leinsdorf,0.5,2,classical
Eric Parkin,38,2,classical
Erich Leinsdorf,7.916666667,12,classical
Erich Wolfgang Korngold,4.315789474,38,classical
Erik Satie,15.47643979,191,classical
Erna Berger,0.1111111111,9,classical
Ernest Bloch,0.5,18,classical
Ernest Chausson,1.666666667,6,classical
Ernest Gold,11.33333333,3,classical
Ernest Macmillan,7,6,classical
Ernesto Nazareth,11,2,classical
Ernst Haefliger,0.7142857143,14,classical
Esa-Pekka Salonen,6.236842105,38,classical
Eugene Goossens,18,6,classical
Eugene Istomin,0.3214285714,168,classical
Eugene Ormandy,8.8828125,384,classical
Europa Galante,51,1,classical
Eva Maria,0,2,classical
Eva Marton,1.375,8,classical
Eva Randová,28,1,classical
Evgeny Kissin,38,6,classical
Ewa Kupiec,0,1,classical
Fabio Biondi,51,2,classical
Fabio Luisi,0,2,classical
Fabrizio Paterlini,57,2,classical
Falconer,46,2,classical
Father & Sons,45,2,classical
Federico Mompou,0,1,classical
Federico Moreno Torroba,2.416666667,12,classical
Fedora Barbieri,0.3,10,classical
Felicity Lott,17,4,classical
Felix Mendelssohn,5.212598425,127,classical
Ferde Grofé,3.125,8,classical
Ferdinand Frantz,0,7,classical
Ferdinand Ries,0,1,classical
Fernando Corena,0.1578947368,19,classical
Fini Henriques,0,1,classical
Fiorenza Cossotto,13,1,classical
Flavio Cucchi,39,2,classical
Floater,39,2,classical
Flor Peeters,0.1666666667,12,classical
Florante,39,2,classical
Florence Quivar,32,44,classical
Fou Ts'ong,18.5,4,classical
Francesco De Masi,26.33333333,6,classical
Francis Poulenc,10.83941606,137,classical
Franco Calabrese,9.724137931,29,classical
Franco Corelli,27,1,classical
Frank Braley,55,2,classical
Frank Bridge,54,1,classical
Frank Ticheli,3,1,classical
Frans Brüggen,26.42857143,7,classical
Frans Helmerson,0,9,classical
Franz Joseph Haydn,2.846994536,183,classical
Franz Liszt,9.795620438,137,classical
Franz Liszt Chamber Orchestra,26.28571429,7,classical
Franz Rupp,1.25,8,classical
Franz Schubert,5.606060606,198,classical
Franz Waxman,0.275862069,29,classical
Franz von Suppé,18.8,15,classical
François Leleux,0,1,classical
François-Joël Thiollier,40,4,classical
Freda Payne,38,2,classical
Freddie Aguilar,45,2,classical
Freddy Quinn,33.33333333,6,classical
Frederica von Stade,0.3333333333,3,classical
Frederick Delius,15.55555556,9,classical
Freire,0,1,classical
Frequencerz,15,1,classical
Friedrich Gulda,8,8,classical
Friedrich Kuhlau,0,1,classical
Fritz Kreisler,20.26666667,15,classical
Fritz Reiner,1.139534884,344,classical
Fritz Wunderlich,36,1,classical
Frontline,0,3,classical
Frontliner,20,2,classical
Frédéric Chopin,5.351431392,1013,classical
G. N. Balasubramaniam,0,2,classical
G.Q.,32.625,16,classical
G.S. Sachdev,43,2,classical
GALNERYUS,59,4,classical
Gabriel Fauré,14.25806452,31,classical
Gabriela Montero,53,2,classical
Gaby Casadesus,8.772357724,123,classical
Gaetano Pugnani,0,1,classical
Galina Vishnevskaya,16,1,classical
Garland Green,31,2,classical
Gary Graffman,12.66666667,3,classical
Gary Hoey,27,2,classical
Gary Valenciano,52.75,8,classical
Gauhar Jaan,2.5,4,classical
Georg Kulenkampff,1.6,5,classical
Georg Philipp Telemann,29,5,classical
George Benjamin,3,1,classical
George Butterworth,3.583333333,12,classical
George Duning,0.5,8,classical
George F,0,1,classical
George Frideric Handel,19.63414634,246,classical
George Gershwin,9.174418605,86,classical
George London,0,5,classical
George Neikrug,0,4,classical
George Szell,4.861111111,180,classical
Georges Auric,0.9090909091,11,classical
Georges Bizet,10.80681818,88,classical
Georges Delerue,17.6,10,classical
Georges Prêtre,19.09090909,44,classical
Gerald Finzi,37,1,classical
Gerard Schwarz,53,2,classical
Gewandhausorchester Leipzig,22,6,classical
Giacomo Puccini,6.823218997,379,classical
Gianni Ferrio,15,4,classical
Gidon Kremer,43,1,classical
Gilbert Kalish,13,2,classical
Gillian Knight,0,1,classical
Gino Padilla,53,2,classical
Gioachino Rossini,11.39215686,51,classical
Giorgio Tozzi,0,2,classical
Giovanni Battista Pergolesi,20.5,2,classical
Giovanni Foiani,35,1,classical
Giovanni Gabrieli,10.25,4,classical
Giovanni Paisiello,0,2,classical
Giovanni Sgambati,0,1,classical
Girolamo Frescobaldi,10,3,classical
Giulietta Simionato,0.08333333333,12,classical
Giulio Caccini,0,2,classical
Giuseppe Di Stefano,5.347826087,69,classical
Giuseppe Taddei,1.28,25,classical
Giuseppe Tartini,0,3,classical
Giuseppe Verdi,1.630718954,612,classical
Glenn Gould,19.40026247,762,classical
Gloria Banditelli,32,1,classical
Gothenburg Symphony Orchestra,42,1,classical
Gottlob Frick,7.5,2,classical
Graham Kendrick,36,2,classical
Gran Orquesta Sinfonica,2,1,classical
Graziella Sciutti,9.952380952,42,classical
Gregor Piatigorsky,1.878787879,33,classical
Gregorio Allegri,32,1,classical
Greindl,0,17,classical
Guiomar Novaes,0,13,classical
Gundula Janowitz,39.5,2,classical
Gustav Holst,30.4,20,classical
Gustav Mahler,2.809160305,131,classical
Gustav Neidlinger,0,1,classical
Gustavo Dudamel,17.91304348,23,classical
Gustavo Santaolalla,54,4,classical
Guy J,9,4,classical
Gwen McCrae,52,4,classical
Gwynne Howell,24,3,classical
Gyorgy Sandor,0,14,classical
György Cziffra,0,3,classical
György Kurtág,52,2,classical
Géza Anda,28,3,classical
Göran Söllscher,41.33333333,6,classical
Gösta Winbergh,46,1,classical
Güher,36,2,classical
Günter Wand,45,2,classical
Hae Won Chang,48,2,classical
Hamelin,0,2,classical
Hamiyet Yüceses,0,6,classical
Hans Christian Lumbye,4.25,12,classical
Hans Hopf,0,7,classical
Hans Hotter,0.03125,32,classical
Hans Pfitzner,0,27,classical
Hariprasad Chaurasia,42.4,5,classical
Harold Melvin & The Blue Notes,34.27777778,36,classical
Harold Shapero,0,1,classical
Hauser,0,2,classical
Headhunterz,23.57142857,7,classical
Hector Berlioz,1.194444444,36,classical
Heinrich Neuhaus,0,2,classical
Heinrich Schiff,40,3,classical
Heinrich Schütz,36,1,classical
Heinz Holliger,36,2,classical
Heinz Zednik,51,1,classical
Heitor Villa-Lobos,6.5,4,classical
Helen Watts,15,1,classical
Helga Dernesch,35,1,classical
Helmut Walcha,1,1,classical
Hemlata,0,2,classical
Henri Duparc,0,1,classical
Henry Purcell,5.757575758,33,classical
Henryk Górecki,40.5,2,classical
Henryk Szeryng,37,1,classical
Henryk Wieniawski,0.2727272727,11,classical
Hephzibah Menuhin,0,6,classical
Herbert von Karajan,19.584375,320,classical
Hermann Busch,0,4,classical
Hermann Prey,0,1,classical
Hilary Summers,44,2,classical
Hilde Gueden,0.4782608696,46,classical
Hilde Rössel Majdan,14,4,classical
Hirabai Barodekar,0,6,classical
Hotter,0,13,classical
Howard Blake,36,3,classical
Howard Ferguson,0,3,classical
Howard Shelley,65,1,classical
Howard Shore,51.02702703,37,classical
Hubert Barwahser,1,1,classical
Hugo Friedhofer,2.5,8,classical
Hugo Montenegro,15.8,15,classical
Hugo Wolf,0,10,classical
Hugues Cuénod,7.444444444,9,classical
Huguette Tourangeau,28.5,2,classical
Hungarian Festival Chorus,48,2,classical
Hungarian Radio Chorus,44.33333333,3,classical
Hungarian State Opera Chorus,55,1,classical
Hungarian State Opera Orchestra,55,1,classical
Hungarian State Orchestra,1,4,classical
Huw Watkins,12,1,classical
Hyde Brothers,0,2,classical
Håkan Hardenberger,24,1,classical
Håkon Austbø,39,1,classical
